energy,accept,accept4,access,alarm,arch_prctl,bind,brk,clock_gettime,clock_nanosleep,clone,close,connect,execve,fcntl,flock,fsync,ftruncate,futex,getcwd,getdents64,geteuid,getpeername,getpid,getppid,getrandom,getrusage,getsockname,getsockopt,gettimeofday,getuid,ioctl,kill,listen,lseek,madvise,mkdir,mlock,mmap,mprotect,msync,munmap,newfstatat,openat,perf_event_open,pipe2,prctl,pread64,preadv,preadv2,prlimit64,pselect6,pwritev,pwritev2,read,readv,recvfrom,rmdir,rseq,rt_sigaction,rt_sigprocmask,sched_getaffinity,sendto,set_robust_list,set_tid_address,setpgid,setsockopt,shutdown,sigaltstack,socket,statfs,sysinfo,times,truncate,umask,uname,unlink,wait4,write,writev
47.03,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9673,3,1,1,76,4,0,12,3,3,2,0,0,7,3,19,1,0,9675,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9794,0
47.17,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9598,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9600,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9717,0
46.85,0,0,72,4,4,0,16,3,1,4,539,3,8,3,6,9368,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9370,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,38,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9489,0
47.17,0,0,72,4,4,0,16,3,1,4,539,3,8,3,6,9472,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9474,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9594,0
47.23,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9150,3,1,1,75,4,0,12,3,3,2,0,0,7,3,20,1,0,9152,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,38,0,5,0,578,0,0,1,2,32,3,1,3,4,1,2,0,0,1,3,7,7,1,3,1,1,1,3,9272,0
47.29,0,0,72,4,4,0,16,3,1,4,539,3,8,3,6,9356,3,1,1,76,4,0,12,3,3,2,0,0,7,3,19,1,0,9358,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9468,0
47.33,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9357,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9359,0,1,1,257,78,0,12,182,694,14,2,12,0,0,0,38,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9475,0
47.16,0,0,72,4,4,0,16,3,1,4,539,3,8,3,6,9321,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9323,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9443,0
47.22,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9777,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9779,0,1,1,257,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9889,0
47.29,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,10055,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,10057,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,38,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,10173,0
